name,L-S,smiles,comment,ee,T,ddG,ligand,substrate,solvent
R143,L2-12-S1,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2.C=C(CC(=O)OC)C(=O)OC.ClCCl,,98.0,297.15,2.713410895,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCOCC1)cccc2,C=C(CC(=O)OC)C(=O)OC,ClCCl
R144,L2-13-S2,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,96.0,297.15,2.298113638,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R145,L2-13-S59,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,97.0,297.15,2.470994528,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R146,L2-13-S3,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2.C(=C)(c1ccccc1)NC(=O)C.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2,C(=C)(c1ccccc1)NC(=O)C,ClCCl
R147,L2-13-S4,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2,C(=C)(c1ccc(cc1)Cl)NC(=O)C,ClCCl
R148,L2-13-S60,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2.C=C(NC(=O)C)c1ccc(cc1)OC.ClCCl,,98.0,297.15,2.713410895,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2,C=C(NC(=O)C)c1ccc(cc1)OC,ClCCl
R149,L2-13-S61,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)\CC.ClCCl,,98.0,297.15,2.713410895,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)\CC,ClCCl
R150,L2-13-S62,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2.C(=C(\NC(=O)C)/c1ccccc1)/CC.ClCCl,,17.0,297.15,0.202737778,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2,C(=C(\NC(=O)C)/c1ccccc1)/CC,ClCCl
R151,L2-13-S1,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2.C=C(CC(=O)OC)C(=O)OC.ClCCl,,91.0,297.15,1.804001442,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCN(CC1)c1ccccc1)cccc2,C=C(CC(=O)OC)C(=O)OC,ClCCl
R152,L2-14-S2,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2.C=C(NC(=O)C)C(=O)OC.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2,C=C(NC(=O)C)C(=O)OC,ClCCl
R153,L2-14-S59,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.ClCCl,,99.0,297.15,3.125688001,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,ClCCl
R154,L2-14-S3,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2.C(=C)(c1ccccc1)NC(=O)C.ClCCl,,94.0,297.15,2.052630696,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2,C(=C)(c1ccccc1)NC(=O)C,ClCCl
R155,L2-14-S4,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2.C(=C)(c1ccc(cc1)Cl)NC(=O)C.ClCCl,,93.0,297.15,1.958553289,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2,C(=C)(c1ccc(cc1)Cl)NC(=O)C,ClCCl
R156,L2-14-S60,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2.C=C(NC(=O)C)c1ccc(cc1)OC.ClCCl,,94.0,297.15,2.052630696,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2,C=C(NC(=O)C)c1ccc(cc1)OC,ClCCl
R157,L2-14-S61,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2.C(=C(\NC(=O)C)/c1ccccc1)\CC.ClCCl,,89.0,297.15,1.679289888,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2,C(=C(\NC(=O)C)/c1ccccc1)\CC,ClCCl
R158,L2-14-S62,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2.C(=C(\NC(=O)C)/c1ccccc1)/CC.ClCCl,,12.0,297.15,0.142405807,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2,C(=C(\NC(=O)C)/c1ccccc1)/CC,ClCCl
R159,L2-14-S1,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2.C=C(CC(=O)OC)C(=O)OC.ClCCl,,97.0,297.15,2.470994528,c1cc2c(c3c1op(oc1c3c3ccccc3cc1)N1CCc3c(C1)cccc3)cccc2,C=C(CC(=O)OC)C(=O)OC,ClCCl
R160,L3-3-S2,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)CCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)CCc1ccccc1.C=C(NC(=O)C)C(=O)OC.OC,,98.0,297.15,2.713410895,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)CCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)CCc1ccccc1,C=C(NC(=O)C)C(=O)OC,OC
R161,L3-3-S63,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)CCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)CCc1ccccc1.C=C(NC(=O)C)C(=O)O.OC,,95.0,297.15,2.163327271,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)CCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)CCc1ccccc1,C=C(NC(=O)C)C(=O)O,OC
R162,L3-4-S2,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)COc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)COc1ccccc1.C=C(NC(=O)C)C(=O)OC.OC,,83.0,297.15,1.403185279,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)COc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)COc1ccccc1,C=C(NC(=O)C)C(=O)OC,OC
R163,L3-4-S63,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)COc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)COc1ccccc1.C=C(NC(=O)C)C(=O)O.OC,,69.0,297.15,1.001433024,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)COc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)COc1ccccc1,C=C(NC(=O)C)C(=O)O,OC
R164,L3-2-S2,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)OCc1ccccc1.C=C(NC(=O)C)C(=O)OC.OC,,96.0,297.15,2.298113638,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)OCc1ccccc1,C=C(NC(=O)C)C(=O)OC,OC
R165,L3-2-S63,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)OCc1ccccc1.C=C(NC(=O)C)C(=O)O.OC,,92.0,297.15,1.876635685,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)OCc1ccccc1,C=C(NC(=O)C)C(=O)O,OC
R166,L3-3-S59,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)CCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)CCc1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.OC,,78.0,297.15,1.234579261,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)CCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)CCc1ccccc1,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,OC
R167,L3-4-S59,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)COc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)COc1ccccc1.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.OC,,65.0,297.15,0.915625283,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)COc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)COc1ccccc1,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,OC
R168,L3-6-S63,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(C)C.C=C(NC(=O)C)C(=O)O.OC,,94.9,297.15,2.151330954,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(C)C,C=C(NC(=O)C)C(=O)O,OC
R169,L3-6-S2,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(C)C.C=C(NC(=O)C)C(=O)OC.OC,,98.0,297.15,2.713410895,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(C)C,C=C(NC(=O)C)C(=O)OC,OC
R170,L3-5-S63,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(=O)C(C)(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(=O)C(C)(C)C.C=C(NC(=O)C)C(=O)O.OC,,99.0,297.15,3.125688001,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(=O)C(C)(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(=O)C(C)(C)C,C=C(NC(=O)C)C(=O)O,OC
R171,L3-5-S2,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(=O)C(C)(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(=O)C(C)(C)C.C=C(NC(=O)C)C(=O)OC.OC,,99.0,297.15,3.125688001,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(=O)C(C)(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(=O)C(C)(C)C,C=C(NC(=O)C)C(=O)OC,OC
R172,L3-5-S59,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(=O)C(C)(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(=O)C(C)(C)C.C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1.OC,,74.7,297.15,1.140999866,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(=O)C(C)(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(=O)C(C)(C)C,C(=C(\NC(=O)C)/C(=O)OC)\c1ccccc1,OC
R173,L3-6-S3,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(C)C.C(=C)(c1ccccc1)NC(=O)C.OC,,89.9,297.15,1.732499966,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(C)C,C(=C)(c1ccccc1)NC(=O)C,OC
R174,L3-5-S3,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(=O)C(C)(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(=O)C(C)(C)C.C(=C)(c1ccccc1)NC(=O)C.OC,,85.6,297.15,1.509529791,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OC(=O)C(C)(C)C)P(c1ccccc1)c1ccccc1)cccc2)OC(=O)C(C)(C)C,C(=C)(c1ccccc1)NC(=O)C,OC
R175,L3-2-S3,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)OCc1ccccc1.C(=C)(c1ccccc1)NC(=O)C.OC,,59.6,297.15,0.811250846,c1(cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)OCc1ccccc1)P(c1ccccc1)c1ccccc1)cccc2)OCc1ccccc1,C(=C)(c1ccccc1)NC(=O)C,OC
R176,L3-1-S64,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C1(=C)c2ccccc2CC1.ClCCl,,78.0,303.15,1.259507666,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C1(=C)c2ccccc2CC1,ClCCl
R177,L3-1-S65,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C1(=C)c2ccccc2CCC1.ClCCl,,69.0,303.15,1.021653782,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C1(=C)c2ccccc2CCC1,ClCCl
R178,L3-1-S66,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C1(=C)c2cc(ccc2CCC1)OC.ClCCl,,65.0,303.15,0.934113426,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C1(=C)c2cc(ccc2CCC1)OC,ClCCl
R179,L3-1-S67,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C1(=C)c2ccc(cc2CCC1)OC.ClCCl,,75.0,303.15,1.17225837,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C1(=C)c2ccc(cc2CCC1)OC,ClCCl
R180,L3-1-S68,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C1(=C)c2cccc(c2CCC1)OC.ClCCl,,61.0,303.15,0.854139126,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C1(=C)c2cccc(c2CCC1)OC,ClCCl
R181,L3-1-S69,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C(\C(=O)O)/NC(=O)c1ccccc1)\c1ccccc1.OCC,,87.0,297.15,1.574362763,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C(\C(=O)O)/NC(=O)c1ccccc1)\c1ccccc1,OCC
R182,L3-1-S70,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C(\C(=O)OC)/NC(=O)c1ccccc1)/c1ccccc1.OCC,,93.0,297.15,1.958553289,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C(\C(=O)OC)/NC(=O)c1ccccc1)/c1ccccc1,OCC
R183,L3-1-S71,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C(\C(=O)O)/NC(=O)C)/c1ccccc1.OCC,,84.0,297.15,1.442202004,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C(\C(=O)O)/NC(=O)C)/c1ccccc1,OCC
R184,L3-1-S72,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C=C(C(=O)O)NC(=O)c1ccccc1.OCC,,79.0,297.15,1.265357379,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C=C(C(=O)O)NC(=O)c1ccccc1,OCC
R185,L3-1-S73,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C(\C(=O)O)/C)/C.OC,original paper lists 15-30,91.0,285.15,1.731149289,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C(\C(=O)O)/C)/C,OC
R194,L3-1-S82,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C(\C)/NC(=O)C)\C(=O)OC.OC,,92.0,298.15,1.882951134,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C(\C)/NC(=O)C)\C(=O)OC,OC
R195,L3-1-S83,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C(\CC(C)C)/NC(=O)C)/C(=O)OC.OC,,87.0,298.15,1.579660971,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C(\CC(C)C)/NC(=O)C)/C(=O)OC,OC
R196,L3-1-S84,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C\1/c2c(CCN1C(=O)C)cc(c(c2)OC)OC)\c1ccc(c(c1)OC)OC.OCC,,99.5,296.15,3.5245708,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C\1/c2c(CCN1C(=O)C)cc(c(c2)OC)OC)\c1ccc(c(c1)OC)OC,OCC
R197,L3-1-S85,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C\1/c2c(CCN1C(=O)c1ccccc1)cc(c(c2)OC)OC)\c1ccc(c(c1)OC)OC.OCC,,96.0,296.15,2.290379788,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C\1/c2c(CCN1C(=O)c1ccccc1)cc(c(c2)OC)OC)\c1ccc(c(c1)OC)OC,OCC
R198,L3-1-S86,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C\1/c2c(CCN1C=O)cc(c(c2)OC)OC)\c1ccc(c(c1)OC)OC.OCC,,99.5,296.15,3.5245708,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C\1/c2c(CCN1C=O)cc(c(c2)OC)OC)\c1ccc(c(c1)OC)OC,OCC
R199,L3-1-S87,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C\1/c2c(CCN1C(=O)C)cc(c(c2)OCc1ccccc1)OCc1ccccc1)\c1cc(c(c(c1)OC)OC)OC.OCC,,96.0,296.15,2.290379788,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C\1/c2c(CCN1C(=O)C)cc(c(c2)OCc1ccccc1)OCc1ccccc1)\c1cc(c(c(c1)OC)OC)OC,OCC
R200,L3-1-S88,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C(=C\1/c2c(CCN1C(=O)C)cc(c(c2)C(=O)C)C)\c1ccc(c(c1)C(=O)OC)OC.OCC,,96.0,296.15,2.290379788,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C(=C\1/c2c(CCN1C(=O)C)cc(c(c2)C(=O)C)C)\c1ccc(c(c1)C(=O)OC)OC,OCC
R201,L3-1-S89,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2.C=C1c2c(CCN1C(=O)C)cc(c(c2)C)C.OCC,,96.0,296.15,2.290379788,c1cc2c(c(c1P(c1ccccc1)c1ccccc1)c1c(ccc3c1cccc3)P(c1ccccc1)c1ccccc1)cccc2,C=C1c2c(CCN1C(=O)C)cc(c(c2)C)C,OCC
R202,L4-3-S90,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1.C(=C(\NC(=O)C)/c1ccccc1)\C(=O)OC.OCC,,98.0,323.15,2.950828641,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1ccccc1)c1ccccc1)cccc2)c1ccccc1,C(=C(\NC(=O)C)/c1ccccc1)\C(=O)OC,OCC
R203,L4-4-S90,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccccc1)\C(=O)OC.OCC,,99.0,323.15,3.399179127,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccccc1)\C(=O)OC,OCC
R204,L4-5-S90,c1(cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2)c1ccccc1.C(=C(\NC(=O)C)/c1ccccc1)\C(=O)OC.OCC,,97.0,323.15,2.687201352,c1(cc2c(c(c1OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)c1c(c(cc3c1cccc3)c1ccccc1)OP(c1cc(cc(c1)C)C)c1cc(cc(c1)C)C)cccc2)c1ccccc1,C(=C(\NC(=O)C)/c1ccccc1)\C(=O)OC,OCC
R205,L4-4-S91,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccc(cc1)F)\C(=O)OC.OCC,,99.0,323.15,3.399179127,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccc(cc1)F)\C(=O)OC,OCC
R206,L4-4-S92,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccc(cc1)Cl)\C(=O)OC.OCC,,97.0,323.15,2.687201352,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccc(cc1)Cl)\C(=O)OC,OCC
R207,L4-4-S93,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccc(cc1)Br)\C(=O)OC.OCC,,97.0,323.15,2.687201352,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccc(cc1)Br)\C(=O)OC,OCC
R208,L4-4-S94,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C.C(=C(\NC(=O)C)/c1ccc(cc1)C)\C(=O)OC.OCC,,99.0,323.15,3.399179127,c1(cc2c(c(c1OP(c1ccccc1)c1ccccc1)c1c(c(cc3c1cccc3)c1cc(cc(c1)C)C)OP(c1ccccc1)c1ccccc1)cccc2)c1cc(cc(c1)C)C,C(=C(\NC(=O)C)/c1ccc(cc1)C)\C(=O)OC,OCC
